Unit Number,Notes,Model,Serial Number
NSPX 1,Ex-MILW,SW1200,20073
NSPX 3,,SW1200,
NSPX 4,Ex-CB&Q,SW1,1073
NSPX 5,,45Tonner,31000
NSPX 5,Ex-CB&Q,SW1,898
NSPX 90,SW900*,SW1000,24573
NSPX r90,Model info per http://www.tc.u,SW900,
NSPX 501,Ex-CN,SW1200,A746
