Unit Number,Notes,Model,Serial Number
DKPX 10,B-50,25 Tonner,
DKPX 111,"0-4-0T, Duke Power",0-4-0T,62759
DKPX 111,"Blt 1922; NCTM Spencer, NC",0-4-0T,62759
DKPX 116,Duke Power 116,50Tonner,
DKPX 2539,,UNKNOWN,9753
DKPX 2540,Duke Power & Energy,UNKNOWN,
DKPX 2543,600 HP,LEAF,
DKPX 4491,"Duke Power, Buck Steam Plant",44Tonner,
DKPX 4491,,44Tonner,
DKPX 4491,,44Tonner,
DKPX 5951,Duke Power Company,25 Tonner,
DKPX 10234,,25 Tonner,
