Unit Number,Notes,Model,Serial Number
PLCX 1,blt 8/40 as PBNE 212,SW1,1088
PLCX 7,,Shay 3 Truck,
PLCX 8,,45Tonner,
PLCX 12,,Shay 3 Truck,
