Unit Number,Notes,Model,Serial Number
SPTX 854,,F59PHI,936430-1
SPTX 858,,F59PH,906128-8
SPTX 860,,F59PH,906128-10
SPTX 864,,F59PH,906128-14
SPTX 865,,F59PH,906128-15
SPTX 874,,F59PHI,936430-1
SPTX 877,,F59PHI,936430-4
SPTX 2746,,SD40M-2,
SPTX 2768,,SD40M-2,
SPTX 2779,,SD40M-2,
