,Company Name,Reporting Mark,Reporting Number,index,Unit Number,Notes,Model,Serial Number,HP
1052,0.0,0.0,0.0,101,CITX 3100,Ex-SP. Sold to LSRC,SD40-2,31565,3000.0
1053,0.0,0.0,0.0,102,CITX 3100,duplicate entry,SD40-2,,3000.0
1054,0.0,0.0,0.0,103,CITX 3101,"Ex-GCFX, Rebuilt from SD40. Sold to WAMX",SD40-2,31520,3000.0
1055,0.0,0.0,0.0,104,CITX 3102,Ex-SP. Sold to FWWR,SD40-2,31536,3000.0
1056,0.0,0.0,0.0,105,CITX 3104,,SD40-2,A2164,3000.0
1057,0.0,0.0,0.0,106,CITX 3105,,SD40-2,A2419,3000.0
1058,0.0,0.0,0.0,107,CITX 3109,"Ex-CEFX, Rebuilt from SD40",SD40-2,31509,3000.0
1059,0.0,0.0,0.0,108,CITX 3110,Ex-SP,SD40-2,31531,3000.0
1060,0.0,0.0,0.0,109,CITX 3112,,SD40-2,31522,3000.0
1061,0.0,0.0,0.0,110,CITX 3148,,SD40M-2,32843,
1062,0.0,0.0,0.0,111,CITX 3155,"Ex-CEFX, Exx-UP",SD40-2,786170-56,3000.0
1063,0.0,0.0,0.0,112,CITX 3157,Ex-UP. Sold to OMLX,SD40-2,796297-72,3000.0
1064,0.0,0.0,0.0,113,CITX 3164,"Ex-CEFX, Exx-UP",SD40-2,767021-28,3000.0
1065,0.0,0.0,0.0,114,CITX 3166,,SD40-2,766056-26,3000.0
1066,0.0,0.0,0.0,115,CITX 3168,,SD40-2,786263-42,3000.0
1067,0.0,0.0,0.0,116,CITX 3169,"Ex-CEFX, Exx-UP, Exxx-MP",SD40-2,786274-2,3000.0
1068,0.0,0.0,0.0,117,CITX 3170,"Ex-CEFX, Exx-UP, Exxx-MP",SD40-2,786181-18,3000.0
1069,0.0,0.0,0.0,118,CITX 3171,,SD40-2,786181-30,3000.0
1070,0.0,0.0,0.0,119,CITX 3175,nee BNSF 7102; actually CEFX 3175,SD40-2,786166-28,3000.0
1071,0.0,0.0,0.0,120,CITX 3176,,SD40-2,786166-50,3000.0
1072,0.0,0.0,0.0,121,CITX 3177,"Ex-CEFX, Exx-BNSF, Exxx-BN",SD40-2,73601-11,3000.0
1073,0.0,0.0,0.0,122,CITX 3712,,GP38-2,,2000.0
1074,0.0,0.0,0.0,123,CITX 3809,,GP38,35249,2000.0
1075,0.0,0.0,0.0,124,CITX 3814,ex-GM&O 723. Sold to LNW,GP38AC,36081,2000.0
1076,0.0,0.0,0.0,125,CITX 6000,Ex-Soo,SD60,867164-1,3800.0
1077,0.0,0.0,0.0,126,CITX 6001,nee Soo 6001,SD60,867164-2,3800.0
1078,0.0,0.0,0.0,127,CITX 6003,Ex-Soo,SD60,867164-4,3800.0
1079,0.0,0.0,0.0,128,CITX 6004,nee Soo 6004,SD60,867164-5,3800.0
1080,0.0,0.0,0.0,129,CITX 6005,,SD60,867164-6,3800.0
1081,0.0,0.0,0.0,130,CITX 6006,,SD60,867164-7,3800.0
1082,0.0,0.0,0.0,131,CITX 6010,nee Soo 6010,SD60,867164-11,3800.0
1083,0.0,0.0,0.0,132,CITX 6011,,SD60,867164-12,3800.0
1084,0.0,0.0,0.0,133,CITX 6013,nee soo 6013,SD60,867164-14,3800.0
1085,0.0,0.0,0.0,134,CITX 6015,nee Soo 6015,SD60,867164-16,3800.0
1086,0.0,0.0,0.0,135,CITX 6017,nee Soo 6017,SD60,867164-18,3800.0
1087,0.0,0.0,0.0,136,CITX 6018,,SD60,,3800.0
1088,0.0,0.0,0.0,137,CITX 6019,"Blt. 8/87, Ex-SOO same #",SD60,867164-20,3800.0
1089,0.0,0.0,0.0,138,CITX 6054,"CITX SD-38-2 6054 (36418 5/70) ex NS 3808, exx CR 6937 nee PC 6937",SD38-2,36418,2000.0
1090,0.0,0.0,0.0,139,CITX 6055,CBFX*,SD38-2,36141,2000.0
1091,0.0,0.0,0.0,140,CITX 6055,CBFX*,SD38-2,36141,2000.0
1092,0.0,0.0,0.0,141,CITX 6060,,SD40-2,,3000.0
1093,0.0,0.0,0.0,142,CITX 6352,"Ex-DGNO, Rebuilt from GP35",GP38-2,29560,2000.0
1094,0.0,0.0,0.0,0,CKFX 1,Built 2/1952 as ATSF 2713,GP7u,15813,
1095,0.0,0.0,0.0,1,CKFX 1,,GP7u,15813,
1096,0.0,0.0,0.0,0,CLRX 1561,,GP9,,1750.0
1097,0.0,0.0,0.0,0,CMEX 233,,SW1200,,1200.0
1098,0.0,0.0,0.0,1,CMEX 419,KLW SE32C-DE,UNKNOWN,18-018,
1099,0.0,0.0,0.0,2,CMEX 661,ex FEC 661,GP9,20002,1750.0
1100,0.0,0.0,0.0,3,CMEX 25138,blt 7/65 as CB&Q 9284,SW1200,30536,1200.0
1101,0.0,0.0,0.0,0,CMSX 4271,ex-KCS 4214 nee L&A 1214 NW2,NW2,5559,1000.0
1102,0.0,0.0,0.0,1,CMSX 5914,Cahokia Marine Services,GP9,20196,1750.0
1103,0.0,0.0,0.0,2,CMSX 6191,ex Occidental Chemical 6191 ex,GP9,22574,1750.0
1104,0.0,0.0,0.0,0,CMYX 1,ex USSX 1,SD38-2,756078-1,2000.0
1105,0.0,0.0,0.0,1,CMYX 22,,SD38-2,776049-1,2000.0
1106,0.0,0.0,0.0,2,CMYX 3098,"ex-SP 8477, CITX 3098",SD40-2,31558,3000.0
1107,0.0,0.0,0.0,0,CNDX 838,ex-AMTK,P40DC,47306.0,
1108,0.0,0.0,0.0,1,CNDX 2002,ex-NH,FL9,21951.0,
1109,0.0,0.0,0.0,2,CNDX 2006,ex-NH,FL9,21972.0,
1110,0.0,0.0,0.0,3,CNDX 2014,ex-NH,FL9,21987.0,
1111,0.0,0.0,0.0,4,CNDX 2023,ex-NH,FL9,22003.0,
1112,0.0,0.0,0.0,5,CNDX 6690,ex-SP,F7A,18157.0,1500.0
1113,0.0,0.0,0.0,6,CNDX 6691,ex-TNO,F7A,18358.0,1500.0
1114,0.0,0.0,0.0,7,CNDX 6694,GP-40-2PH,GP40PH-2,38485.0,3000.0
1115,0.0,0.0,0.0,8,CNDX 6698,GP-40-2PH,GP40PH-2,33063.0,3000.0
1116,0.0,0.0,0.0,9,CNDX 6699,,GP40PH-2,33071.0,3000.0
1117,0.0,0.0,0.0,10,CNDX 6705,,P42DC,,
1118,0.0,0.0,0.0,0,CNWX 262051,,MoW Equipment,,
1119,0.0,0.0,0.0,0,COLX 72046,,80Tonner,,
1120,0.0,0.0,0.0,0,COMX 3,,SW1,4492,600.0
1121,0.0,0.0,0.0,1,COMX 4,Ex-Chicago Dist Elec Generating,SW1,6769,600.0
1122,0.0,0.0,0.0,0,CONX 101,Ex-Meridian and Bigbee. To GRWR 101 in 2021.,GP7,17428,1500.0
1123,0.0,0.0,0.0,0,COOK 1,ex-NYC 8844,SW7,8135,1200.0
1124,0.0,0.0,0.0,1,COOK 2,ex-NYOW,NW2R,3180,
1125,0.0,0.0,0.0,0,COOX 1979,"ex-GMC Central Foundry #1979, Danville, IL",NW2,,1000.0
1126,0.0,0.0,0.0,0,CORX C987,blt as CRI&P SW 525 (c/n 723) reblt to 553. Sold to DRIR,SW900,23439,900.0
1127,0.0,0.0,0.0,1,CORX C988,"blt as RI SW 514 (c/n 706), reblt 1/57 as 550",SW900,23436,900.0
1128,0.0,0.0,0.0,2,CORX C989,ex-CRI&P 832,SW8,16630,800.0
1129,0.0,0.0,0.0,3,CORX C990,ex-CRI&P 831,SW8,16629,800.0
1130,0.0,0.0,0.0,4,CORX C991,"ex-WF&S 801, ex-RI 839",SW8,18708,800.0
1131,0.0,0.0,0.0,5,CORX 992,ex-Alexander Railroad 2,44Tonner,28502,
1132,0.0,0.0,0.0,6,CORX 993,ex-CUT 34,SW8,14568,800.0
1133,0.0,0.0,0.0,7,CORX C994,,SW8,,800.0
1134,0.0,0.0,0.0,8,CORX C996,,SW8,,800.0
1135,0.0,0.0,0.0,9,CORX 997,,UNKNOWN,,
1136,0.0,0.0,0.0,10,CORX C997,Sold to SLC,SW8,17066,800.0
1137,0.0,0.0,0.0,11,CORX C997,EX BN 446,SW1000,35893,1000.0
1138,0.0,0.0,0.0,12,CORX C998,,SW1001,806036-1,1000.0
1139,0.0,0.0,0.0,0,CPGX 104,"ex-MKT 51, ex-UP 1323, ex-DUPX 104",SW1500,33489,1500.0
1140,0.0,0.0,0.0,0,CPLX 557,Ex MEC 557,RS3,80567,
1141,0.0,0.0,0.0,0,CPOX 3,,85Tonner,41109.0,
1142,0.0,0.0,0.0,1,CPOX 401,Ex Rutland,RS1,79350.0,
1143,0.0,0.0,0.0,2,CPOX 915,"ex American Viscose, also stenciled CPOX E72006",80Tonner,28482.0,
1144,0.0,0.0,0.0,3,CPOX 1000,,SW1200,,1200.0
1145,0.0,0.0,0.0,4,CPOX 2000,,Yard Slug,,
1146,0.0,0.0,0.0,5,CPOX E72006,"ex American Viscose, CPOX 915",80Tonner,28482.0,
1147,0.0,0.0,0.0,0,CPPX ?,,SW1200,,1200.0
1148,0.0,0.0,0.0,0,CPRX 3,Carolina Power and Light Co. 3,0-4-0T,7239,
1149,0.0,0.0,0.0,0,CRCX,,SW1200,,1200.0
1150,0.0,0.0,0.0,0,CREX 1201,,ES44AC,61406,4400.0
1151,0.0,0.0,0.0,1,CREX 1202,To CN.,ES44AC,61407,4400.0
1152,0.0,0.0,0.0,2,CREX 1203,To CN.,ES44AC,61408,4400.0
1153,0.0,0.0,0.0,3,CREX 1204,,ES44AC,61409,4400.0
1154,0.0,0.0,0.0,4,CREX 1205,,ES44AC,61410,4400.0
1155,0.0,0.0,0.0,5,CREX 1206,,ES44AC,61411,4400.0
1156,0.0,0.0,0.0,6,CREX 1207,,ES44AC,61412,4400.0
1157,0.0,0.0,0.0,7,CREX 1208,,ES44AC,61413,4400.0
1158,0.0,0.0,0.0,8,CREX 1209,,ES44AC,61414,4400.0
1159,0.0,0.0,0.0,9,CREX 1210,,ES44AC,61415,4400.0
1160,0.0,0.0,0.0,10,CREX 1211,,ES44AC,61416,4400.0
1161,0.0,0.0,0.0,11,CREX 1212,To CN.,ES44AC,61417,4400.0
1162,0.0,0.0,0.0,12,CREX 1213,,ES44AC,61418,4400.0
1163,0.0,0.0,0.0,13,CREX 1214,,ES44AC,61419,4400.0
1164,0.0,0.0,0.0,14,CREX 1215,,ES44AC,61420,4400.0
1165,0.0,0.0,0.0,15,CREX 1301,To CN.,ES44AC,61944,4400.0
1166,0.0,0.0,0.0,16,CREX 1302,To CN.,ES44AC,61945,4400.0
1167,0.0,0.0,0.0,17,CREX 1303,To CN.,ES44AC,61946,4400.0
1168,0.0,0.0,0.0,18,CREX 1304,,ES44AC,61947,4400.0
1169,0.0,0.0,0.0,19,CREX 1305,To CN.,ES44AC,61948,4400.0
1170,0.0,0.0,0.0,20,CREX 1306,,ES44AC,61949,4400.0
1171,0.0,0.0,0.0,21,CREX 1307,To CN.,ES44AC,61950,4400.0
1172,0.0,0.0,0.0,22,CREX 1308,To CN.,ES44AC,61951,4400.0
1173,0.0,0.0,0.0,23,CREX 1309,To CN.,ES44AC,61952,4400.0
1174,0.0,0.0,0.0,24,CREX 1310,,ES44AC,61953,4400.0
1175,0.0,0.0,0.0,25,CREX 1311,To CN.,ES44AC,61954,4400.0
1176,0.0,0.0,0.0,26,CREX 1312,To CN.,ES44AC,61955,4400.0
1177,0.0,0.0,0.0,27,CREX 1313,To CN.,ES44AC,61956,4400.0
1178,0.0,0.0,0.0,28,CREX 1314,To CN.,ES44AC,61957,4400.0
1179,0.0,0.0,0.0,29,CREX 1315,,ES44AC,61958,4400.0
1180,0.0,0.0,0.0,30,CREX 1316,,ES44AC,61959,4400.0
1181,0.0,0.0,0.0,31,CREX 1317,To CN.,ES44AC,61960,4400.0
1182,0.0,0.0,0.0,32,CREX 1318,To CN.,ES44AC,61961,4400.0
1183,0.0,0.0,0.0,33,CREX 1319,To CN.,ES44AC,61962,4400.0
1184,0.0,0.0,0.0,34,CREX 1320,To CN.,ES44AC,61963,4400.0
1185,0.0,0.0,0.0,35,CREX 1321,To CN.,ES44AC,61964,4400.0
1186,0.0,0.0,0.0,36,CREX 1322,,ES44AC,61965,4400.0
1187,0.0,0.0,0.0,37,CREX 1323,,ES44AC,61966,4400.0
1188,0.0,0.0,0.0,38,CREX 1324,,ES44AC,61967,4400.0
1189,0.0,0.0,0.0,39,CREX 1325,,ES44AC,61968,4400.0
1190,0.0,0.0,0.0,40,CREX 1326,,ES44AC,61969,4400.0
1191,0.0,0.0,0.0,41,CREX 1327,,ES44AC,61970,4400.0
1192,0.0,0.0,0.0,42,CREX 1328,To CN.,ES44AC,61971,4400.0
1193,0.0,0.0,0.0,43,CREX 1329,To CN.,ES44AC,61972,4400.0
1194,0.0,0.0,0.0,44,CREX 1330,To CN.,ES44AC,61973,4400.0
1195,0.0,0.0,0.0,45,CREX 1331,,ES44AC,61974,4400.0
1196,0.0,0.0,0.0,46,CREX 1332,,ES44AC,61975,4400.0
1197,0.0,0.0,0.0,47,CREX 1333,,ES44AC,61976,4400.0
1198,0.0,0.0,0.0,48,CREX 1334,,ES44AC,61977,4400.0
1199,0.0,0.0,0.0,49,CREX 1335,,ES44AC,61978,4400.0
1200,0.0,0.0,0.0,50,CREX 1336,To CN.,ES44AC,61979,4400.0
1201,0.0,0.0,0.0,51,CREX 1337,,ES44AC,61980,4400.0
1202,0.0,0.0,0.0,52,CREX 1338,,ES44AC,61981,4400.0
1203,0.0,0.0,0.0,53,CREX 1339,,ES44AC,61982,4400.0
1204,0.0,0.0,0.0,54,CREX 1340,,ES44AC,61983,4400.0
1205,0.0,0.0,0.0,55,CREX 1341,,ES44AC,61984,4400.0
1206,0.0,0.0,0.0,56,CREX 1342,,ES44AC,61985,4400.0
1207,0.0,0.0,0.0,57,CREX 1343,To CN.,ES44AC,61986,4400.0
1208,0.0,0.0,0.0,58,CREX 1344,To CN.,ES44AC,61987,4400.0
1209,0.0,0.0,0.0,59,CREX 1345,To CN.,ES44AC,61988,4400.0
1210,0.0,0.0,0.0,60,CREX 1346,,ES44AC,61989,4400.0
1211,0.0,0.0,0.0,61,CREX 1347,,ES44AC,61990,4400.0
1212,0.0,0.0,0.0,62,CREX 1348,To CN.,ES44AC,61991,4400.0
1213,0.0,0.0,0.0,63,CREX 1349,,ES44AC,61992,4400.0
1214,0.0,0.0,0.0,64,CREX 1350,To CN.,ES44AC,61993,4400.0
1215,0.0,0.0,0.0,65,CREX 1399,Incorrect listing.,ES44AC,Incorrect listing.,4400.0
1216,0.0,0.0,0.0,66,CREX 1401,,ES44AC,62723,4400.0
1217,0.0,0.0,0.0,67,CREX 1402,To CN.,ES44AC,62724,4400.0
1218,0.0,0.0,0.0,68,CREX 1403,To CN.,ES44AC,62725,4400.0
1219,0.0,0.0,0.0,69,CREX 1404,To CN.,ES44AC,62726,4400.0
1220,0.0,0.0,0.0,70,CREX 1405,To CN.,ES44AC,62727,4400.0
1221,0.0,0.0,0.0,71,CREX 1406,To CN.,ES44AC,62728,4400.0
1222,0.0,0.0,0.0,72,CREX 1407,To CN.,ES44AC,62729,4400.0
1223,0.0,0.0,0.0,73,CREX 1408,To CN.,ES44AC,62730,4400.0
1224,0.0,0.0,0.0,74,CREX 1409,,ES44AC,62731,4400.0
1225,0.0,0.0,0.0,75,CREX 1410,To CN.,ES44AC,62732,4400.0
1226,0.0,0.0,0.0,76,CREX 1411,To CN.,ES44AC,62733,4400.0
1227,0.0,0.0,0.0,77,CREX 1412,To CN.,ES44AC,62734,4400.0
1228,0.0,0.0,0.0,78,CREX 1413,,ES44AC,62735,4400.0
1229,0.0,0.0,0.0,79,CREX 1414,,ES44AC,62736,4400.0
1230,0.0,0.0,0.0,80,CREX 1415,To CN.,ES44AC,62737,4400.0
1231,0.0,0.0,0.0,81,CREX 1416,To CN.,ES44AC,62738,4400.0
1232,0.0,0.0,0.0,82,CREX 1417,To CN.,ES44AC,62739,4400.0
1233,0.0,0.0,0.0,83,CREX 1418,To CN.,ES44AC,62740,4400.0
1234,0.0,0.0,0.0,84,CREX 1419,To CN.,ES44AC,62741,4400.0
1235,0.0,0.0,0.0,85,CREX 1420,To CN.,ES44AC,62742,4400.0
1236,0.0,0.0,0.0,86,CREX 1421,To CN.,ES44AC,62743,4400.0
1237,0.0,0.0,0.0,87,CREX 1422,,ES44AC,62744,4400.0
1238,0.0,0.0,0.0,88,CREX 1423,,ES44AC,62745,4400.0
1239,0.0,0.0,0.0,89,CREX 1424,To CN.,ES44AC,62746,4400.0
1240,0.0,0.0,0.0,90,CREX 1425,To CN.,ES44AC,62747,4400.0
1241,0.0,0.0,0.0,91,CREX 1426,To CN.,ES44AC,62748,4400.0
1242,0.0,0.0,0.0,92,CREX 1427,To CN.,ES44AC,62749,4400.0
1243,0.0,0.0,0.0,93,CREX 1428,To CN.,ES44AC,62750,4400.0
1244,0.0,0.0,0.0,94,CREX 1429,To CN.,ES44AC,62751,4400.0
1245,0.0,0.0,0.0,95,CREX 1430,To CN.,ES44AC,62752,4400.0
1246,0.0,0.0,0.0,96,CREX 1431,To CN.,ES44AC,62753,4400.0
1247,0.0,0.0,0.0,97,CREX 1432,To CN.,ES44AC,62754,4400.0
1248,0.0,0.0,0.0,98,CREX 1433,To CN.,ES44AC,62755,4400.0
1249,0.0,0.0,0.0,99,CREX 1434,To CN.,ES44AC,62756,4400.0
1250,0.0,0.0,0.0,100,CREX 1435,To CN.,ES44AC,62757,4400.0
1251,0.0,0.0,0.0,101,CREX 1501,"T4C, to CN.",ES44AC,63833,4400.0
1252,0.0,0.0,0.0,102,CREX 1502,"T4C, to CN.",ES44AC,63834,4400.0
1253,0.0,0.0,0.0,103,CREX 1503,"T4C, to CN.",ES44AC,63835,4400.0
1254,0.0,0.0,0.0,104,CREX 1505,T4C,ES44AC,63837,4400.0
1255,0.0,0.0,0.0,105,CREX 1506,"T4C, to CN.",ES44AC,63838,4400.0
1256,0.0,0.0,0.0,106,CREX 1507,"T4C, to CN.",ES44AC,63839,4400.0
1257,0.0,0.0,0.0,107,CREX 1508,"T4C, to CN.",ES44AC,63840,4400.0
1258,0.0,0.0,0.0,108,CREX 1509,T4C,ES44AC,63841,4400.0
1259,0.0,0.0,0.0,109,CREX 1510,"T4C, to CN.",ES44AC,63842,4400.0
1260,0.0,0.0,0.0,110,CREX 1511,"T4C, to CN.",ES44AC,63843,4400.0
1261,0.0,0.0,0.0,111,CREX 1512,"T4C, to CN.",ES44AC,63844,4400.0
1262,0.0,0.0,0.0,112,CREX 1513,"T4C, to CN.",ES44AC,63845,4400.0
1263,0.0,0.0,0.0,113,CREX 1514,"T4C, to CN.",ES44AC,63846,4400.0
1264,0.0,0.0,0.0,114,CREX 1515,"T4C, to CN.",ES44AC,63847,4400.0
1265,0.0,0.0,0.0,115,CREX 1516,"T4C, to CN.",ES44AC,63848,4400.0
1266,0.0,0.0,0.0,116,CREX 1517,"T4C, to CN.",ES44AC,63849,4400.0
1267,0.0,0.0,0.0,117,CREX 1518,"T4C, to CN.",ES44AC,63850,4400.0
1268,0.0,0.0,0.0,118,CREX 1519,"T4C, to CN.",ES44AC,63851,4400.0
1269,0.0,0.0,0.0,119,CREX 1520,T4C,ES44AC,63852,4400.0
1270,0.0,0.0,0.0,120,CREX 1521,"T4C, to CN.",ES44AC,63853,4400.0
1271,0.0,0.0,0.0,121,CREX 1522,"T4C, Sold to LTEX",ES44AC,63854,4400.0
1272,0.0,0.0,0.0,122,CREX 1523,T4C,ES44AC,63855,4400.0
1273,0.0,0.0,0.0,123,CREX 1524,"T4C, Sold to LTEX",ES44AC,63856,4400.0
1274,0.0,0.0,0.0,124,CREX 1525,"T4C, to CN.",ES44AC,63857,4400.0
1275,0.0,0.0,0.0,125,CREX 2026,"Ex-UP 9049, nee CNW 8527, now CN 2026",C40-8,46111,
1276,0.0,0.0,0.0,126,CREX 6214,Invalid Entry,SD40-2,Invalid Entry,3000.0
1277,0.0,0.0,0.0,127,CREX 9023,"Ex-UP 9023, nee C&NW 8501",C40-8,46085,
1278,0.0,0.0,0.0,128,CREX 9024,"Ex-UP 9024, nee C&NW 8502",C40-8,46086,
1279,0.0,0.0,0.0,129,CREX 9025,"Ex-UP 9025, nee C&NW 8503",C40-8,46087,
1280,0.0,0.0,0.0,130,CREX 9026,"Ex-UP 9026, nee C&NW 8504",C40-8,46098,
1281,0.0,0.0,0.0,131,CREX 9027,"Ex-UP 9027, nee C&NW 8505",C40-8,46089,
1282,0.0,0.0,0.0,132,CREX 9028,"Ex-UP 9028, nee C&NW 8506",C40-8,46090,
1283,0.0,0.0,0.0,133,CREX 9029,"Ex-UP 9029, nee C&NW 8507",C40-8,46091,
1284,0.0,0.0,0.0,134,CREX 9030,"Ex-UP 9030, nee C&NW 8508",C40-8,46092,
1285,0.0,0.0,0.0,135,CREX 9031,"Ex-UP 9031, nee C&NW 8509",C40-8,46093,
1286,0.0,0.0,0.0,136,CREX 9032,"Ex-UP 9032, nee C&NW 8510",C40-8,46094,
1287,0.0,0.0,0.0,137,CREX 9033,"Ex-UP 9033, nee C&NW 8511",C40-8,46095,
1288,0.0,0.0,0.0,138,CREX 9034,"Ex-UP 9034, nee C&NW 8513",C40-8,46097,
1289,0.0,0.0,0.0,139,CREX 9035,"Ex-UP 9035, nee C&NW 8504",C40-8,46088,
1290,0.0,0.0,0.0,140,CREX 9036,"Ex-UP 9036, nee C&NW 8520",C40-8,46104,
1291,0.0,0.0,0.0,141,CREX 9037,"Ex-UP 9037, nee C&NW 8515",C40-8,46099,
1292,0.0,0.0,0.0,142,CREX 9039,"Ex-UP 9039, nee C&NW 8512",C40-8,46096,
1293,0.0,0.0,0.0,143,CREX 9040,"Ex-UP 9040, nee C&NW 8518",C40-8,46102,
1294,0.0,0.0,0.0,144,CREX 9041,"Ex-UP 9041, nee C&NW 8519",C40-8,46103,
1295,0.0,0.0,0.0,145,CREX 9042,"Ex-UP 9042, nee C&NW 8523",C40-8,46107,
1296,0.0,0.0,0.0,146,CREX 9043,"Ex-UP 9043, nee C&NW 8521",C40-8,46105,
1297,0.0,0.0,0.0,147,CREX 9044,"Ex-UP 9044, nee C&NW 8522",C40-8,46106,
1298,0.0,0.0,0.0,148,CREX 9045,"Ex-UP 9045, nee C&NW 8525",C40-8,46109,
1299,0.0,0.0,0.0,149,CREX 9046,"Ex-UP 9046, nee C&NW 8524",C40-8,46108,
1300,0.0,0.0,0.0,150,CREX 9047,"Ex-UP 9047, nee C&NW 8526",C40-8,46110,
1301,0.0,0.0,0.0,151,CREX 9048,"Ex-UP 9048, nee C&NW 8517",C40-8,46101,
1302,0.0,0.0,0.0,152,CREX 9049,"Ex-UP 9049, nee C&NW 8527",C40-8,46111,
1303,0.0,0.0,0.0,153,CREX 9051,"Ex-UP 9051, nee C&NW 8529",C40-8,46113,
1304,0.0,0.0,0.0,154,CREX 9052,"Ex-UP 9052, nee C&NW 8530",C40-8,46114,
1305,0.0,0.0,0.0,155,CREX 9053,"Ex-UP 9053, nee C&NW 8531",C40-8,46371,
1306,0.0,0.0,0.0,156,CREX 9054,"Ex-UP 9054, nee C&NW 8532",C40-8,46372,
1307,0.0,0.0,0.0,157,CREX 9055,"Ex-UP 9055, nee C&NW 8533",C40-8,46373,
1308,0.0,0.0,0.0,158,CREX 9056,"Ex-UP 9056, nee C&NW 8534",C40-8,46374,
1309,0.0,0.0,0.0,159,CREX 9057,"Ex-UP 9057, nee C&NW 8535",C40-8,46375,
1310,0.0,0.0,0.0,160,CREX 9058,"Ex-UP 9058, nee C&NW 8536",C40-8,46376,
1311,0.0,0.0,0.0,161,CREX 9059,"Ex-UP 9059, nee C&NW 8537",C40-8,46377,
1312,0.0,0.0,0.0,162,CREX 9060,"Ex-UP 9060, nee C&NW 8538",C40-8,46378,
1313,0.0,0.0,0.0,163,CREX 9061,"Ex-UP 9061, nee C&NW 8539",C40-8,46379,
1314,0.0,0.0,0.0,164,CREX 9062,"Ex-UP 9062, nee C&NW 8540",C40-8,46380,
1315,0.0,0.0,0.0,165,CREX 9063,"Ex-UP 9063, nee C&NW 8541",C40-8,46381,
1316,0.0,0.0,0.0,166,CREX 9064,"Ex-UP 9064, nee C&NW 8542",C40-8,46382,
1317,0.0,0.0,0.0,0,CRMX 705,FOR TRI RAIL OPERATION,DMU,,
1318,0.0,0.0,0.0,1,CRMX 1001,,DMU,,
1319,0.0,0.0,0.0,2,CRMX 1002,,DMU,,
1320,0.0,0.0,0.0,3,CRMX 1003,,DMU,,
1321,0.0,0.0,0.0,4,CRMX 2001,,DMU,,
1322,0.0,0.0,0.0,5,CRMX 2002,,DMU,,
1323,0.0,0.0,0.0,0,CRRX 8,"Model: Shay 3-truck, narrow gauge WSLC 8",UNKNOWN,,
1324,0.0,0.0,0.0,1,CRRX C20,blt 2/69 as A&WP 728,GP40-2H,34750.0,
1325,0.0,0.0,0.0,2,CRRX V20,ex-AWP,GP40PH-2,34750.0,3000.0
1326,0.0,0.0,0.0,3,CRRX 84,,44Tonner,,
1327,0.0,0.0,0.0,4,CRRX 402,blt 10/49 as C&NW 4075A,F7A,8554.0,1500.0
1328,0.0,0.0,0.0,5,CRRX 403,blt 10/49 as CNW 4079C,F7A,8563.0,1500.0
1329,0.0,0.0,0.0,6,CRRX 601,,SD40-3,,
1330,0.0,0.0,0.0,7,CRRX 602,Frame Number:	7159-3,SD40,34777.0,3000.0
1331,0.0,0.0,0.0,8,CRRX 603,,SD40-3,34777.0,
1332,0.0,0.0,0.0,9,CRRX 728,Built 2/1969 as A&WP #728,GP40PH-2,34750.0,3000.0
1333,0.0,0.0,0.0,10,CRRX 1503,ex-ARR 1503,F7B,17714.0,1500.0
1334,0.0,0.0,0.0,11,CRRX 2238,ex-ATSF,GP7u,12204.0,
1335,0.0,0.0,0.0,12,CRRX 3104,"blt 8/1970 as WP 3521, to CMNW 3521, CMNW 3004, WC 3004, purchased 2016",GP40,36828.0,3000.0
1336,0.0,0.0,0.0,13,CRRX 5305,,SD9,22808.0,1750.0
1337,0.0,0.0,0.0,14,CRRX 15462,Cab car and HEP generator,UNKNOWN,,
1338,0.0,0.0,0.0,0,CRSX 1234,"ex-UP TR5A 1872, to SW10 1234",SW10,15070.0,1000.0
1339,0.0,0.0,0.0,1,CRSX 1932,,GP10,,1800.0
1340,0.0,0.0,0.0,2,CRSX 1965,"ex-CB&Q 280, BN 1965",GP9,19619.0,1750.0
1341,0.0,0.0,0.0,0,CSCX 962,,GP20,19585,2000.0
1342,0.0,0.0,0.0,0,CSDX 1,,SW1,17235,600.0
1343,0.0,0.0,0.0,1,CSDX 2,,SW1,17236,600.0
1344,0.0,0.0,0.0,2,CSDX 3,,SW1,17237,600.0
1345,0.0,0.0,0.0,3,CSDX 4,Sold to MVPX,MP15,81630-1,
1346,0.0,0.0,0.0,0,CSIX 100,consolidated steel inc,65Tonner,,
1347,0.0,0.0,0.0,1,CSIX 2907,ex-NKP,GP30,27901,2250.0
1348,0.0,0.0,0.0,2,CSIX 5257,ex-CN,SD40-2W,A3284,3000.0
1349,0.0,0.0,0.0,3,CSIX 5932,,B40-8,45953,
1350,0.0,0.0,0.0,4,CSIX 9195,,NW2,5034,1000.0
1351,0.0,0.0,0.0,5,CSIX 9195,,UNKNOWN,,
1352,0.0,0.0,0.0,6,CSIX 32-008,,SW1500,,1500.0
1353,0.0,0.0,0.0,0,CSLX 100,rebuilt S-11,S10,82564,
1354,0.0,0.0,0.0,0,CSMX 2019,,SW8,15014,800.0
1355,0.0,0.0,0.0,1,CSMX 2022,ex-USAX 2022,SW8,15017,800.0
1356,0.0,0.0,0.0,0,CSNX 109,,MP15DC,74618-1,1500.0
1357,0.0,0.0,0.0,0,CSRX 15,Ex MEC 15,44Tonner,27975,
