,index,Company,Abbr,Road No.,Model,Date,HP
3443,31,WATCO,WAMX,WAMX 1504,MP15DC,Oct-74,1500.0
3444,32,WATCO,WAMX,WAMX 1505,SW1500,Oct-73,1500.0
3445,33,WATCO,WAMX,WAMX 1506,SW1500,Jul-68,1500.0
3446,34,WATCO,WAMX,WAMX 1507,SW1500,Jul-72,1500.0
3447,35,WATCO,WAMX,WAMX 1508,SW1500,Dec-68,1500.0
3448,36,WATCO,WAMX,WAMX 1509,SW1500,Jul-68,1500.0
3449,37,WATCO,WAMX,WAMX 1510,SW1500,Nov-69,1500.0
3450,38,WATCO,WAMX,WAMX 1511,SW1500,Aug-72,1500.0
3451,39,WATCO,WAMX,WAMX 1512,SW1500,Aug-72,1500.0
3452,40,WATCO,WAMX,WAMX 1513,SW1500-MEP,Dec-68,
3453,41,WATCO,WAMX,WAMX 1515,SW1500,Sep-72,1500.0
3454,42,WATCO,WAMX,WAMX 1516,SW1500,Sep-72,1500.0
3455,43,WATCO,WAMX,WAMX 1517,SW1500,Nov-72,1500.0
3456,44,WATCO,WAMX,WAMX 1518,SW1500,Mar-72,1500.0
3457,45,WATCO,WAMX,WAMX 1519,SW1500,Jun-69,1500.0
3458,46,WATCO,WAMX,WAMX 1520,SW1500,Feb-71,1500.0
3459,47,WATCO,WAMX,WAMX 1521,SW1500,Feb-72,1500.0
3460,48,WATCO,WAMX,WAMX 1522,SW1500,Feb-72,1500.0
3461,49,WATCO,WAMX,WAMX 1523,(Eco),Jun-70,
3462,50,WATCO,WAMX,WAMX 1524,SW1500,Mar-72,1500.0
3463,51,WATCO,WAMX,WAMX 1525,SW1500-3,Aug-66,
3464,52,WATCO,WAMX,WAMX 1526,SW1500-MEP,Dec-69,
3465,53,WATCO,WAMX,WAMX 1527,SW1500,Jun-69,1500.0
3466,54,WATCO,WAMX,WAMX 1528,SW1500,Dec-72,1500.0
3467,55,WATCO,WAMX,WAMX 1529,SW1500,Apr-72,1500.0
3468,56,WATCO,WAMX,WAMX 1530,SW1500,Apr-72,1500.0
3469,57,WATCO,WAMX,WAMX 1531,SW1500,Sep-73,1500.0
3470,58,WATCO,WAMX,WAMX 1532,SW1500,Aug-67,1500.0
3471,59,WATCO,WAMX,WAMX 1533,SW1500,May-70,1500.0
3472,60,WATCO,WAMX,WAMX 1534,SW1500,May-73,1500.0
3473,61,WATCO,WAMX,WAMX 1579,MP15DC,Oct-79,1500.0
3474,62,WATCO,WAMX,WAMX 1580,MP15DC,Oct-79,1500.0
3475,63,WATCO,WAMX,WAMX 1581,MP15AC,Jan-76,1500.0
3476,64,WATCO,WAMX,WAMX 1582,MP15AC,Jan-76,1500.0
3477,65,WATCO,WAMX,WAMX 1583,MP15AC,Sep-75,1500.0
3478,66,WATCO,WAMX,WAMX 1584,MP15AC,Oct-75,1500.0
3479,67,WATCO,WAMX,WAMX 1585,MP15DC,Jan-82,1500.0
3480,68,WATCO,WAMX,WAMX 1586,MP15DC,Jan-82,1500.0
3481,69,WATCO,WAMX,WAMX 1587,MP15DC,Oct-82,1500.0
3482,70,WATCO,WAMX,WAMX 1588,MP15DC,Oct-80,1500.0
3483,71,WATCO,WAMX,WAMX 1589,MP15DC,Aug-76,1500.0
3484,72,WATCO,WAMX,WAMX 1590,MP15DC,May-76,1500.0
3485,73,WATCO,WAMX,WAMX 1591,MP15DC,May-76,1500.0
3486,74,WATCO,WAMX,WAMX 1592,MP15DC,Aug-76,1500.0
3487,75,WATCO,WAMX,WAMX 1593,MP15DC,Aug-76,1500.0
3488,76,WATCO,WAMX,WAMX 1594,MP15AC,Dec-75,1500.0
3489,77,WATCO,WAMX,WAMX 1595,MP15AC,Dec-75,1500.0
3490,78,WATCO,WAMX,WAMX 1596,MP15AC,Dec-75,1500.0
3491,79,WATCO,WAMX,WAMX 1597,MP15AC,Dec-75,1500.0
3492,80,WATCO,WAMX,WAMX 1598,MP15AC,Dec-75,1500.0
3493,81,WATCO,WAMX,WAMX 1599,MP15AC,Dec-75,1500.0
3494,82,WATCO,WAMX,WAMX 1600,MP15AC,Mar-78,1500.0
3495,83,WATCO,WAMX,WAMX 1601,MP15AC,Mar-78,1500.0
3496,84,WATCO,WAMX,WAMX 1602,MP15AC,Oct-77,1500.0
3497,85,WATCO,WAMX,WAMX 1603,MP15AC,Oct-77,1500.0
3498,86,WATCO,WAMX,WAMX 1604,MP15AC,Feb-78,1500.0
3499,87,WATCO,WAMX,WAMX 1700,GP15-1,Feb-82,1500.0
3500,88,WATCO,WAMX,WAMX 1702,SW1000,Aug-71,1000.0
3501,89,WATCO,WAMX,WAMX 1703,SW1000,Oct-67,1000.0
3502,90,WATCO,WAMX,WAMX 1704,SW1000,Jan-69,1000.0
3503,91,WATCO,WAMX,WAMX 1706,SW1000,Jan-69,1000.0
3504,92,WATCO,WAMX,WAMX 1801,SD18,Aug-59,1800.0
3505,93,WATCO,WAMX,WAMX 2430,SD60M,Nov-91,3800.0
3506,94,WATCO,WAMX,WAMX 3021,GP30,Aug-63,2250.0
3507,95,WATCO,WAMX,WAMX 3023,GP30,Mar-63,2250.0
3508,96,WATCO,WAMX,WAMX 3501,GP35L,Nov-63,
3509,97,WATCO,WAMX,WAMX 3502,GP35L,Nov-63,
3510,98,WATCO,WAMX,WAMX 3503,GP35L,Nov-63,
3511,99,WATCO,WAMX,WAMX 3505,GP35L,Nov-63,
3512,100,WATCO,WAMX,WAMX 3508,GP35L,Nov-64,
3513,101,WATCO,WAMX,WAMX 3509,GP35L,Mar-65,
3514,102,WATCO,WAMX,WAMX 3510,GP35L,Apr-65,
3515,103,WATCO,WAMX,WAMX 3511,GP35L,Apr-65,
3516,104,WATCO,WAMX,WAMX 3512,GP35L,Apr-65,
3517,105,WATCO,WAMX,WAMX 3513,GP35L,Apr-65,
3518,106,WATCO,WAMX,WAMX 3516,GP35,Mar-65,2500.0
3519,107,WATCO,WAMX,WAMX 3520,GP35-3,May-64,
3520,108,WATCO,WAMX,WAMX 3521,GP35-3,Jan-65,
3521,109,WATCO,WAMX,WAMX 3522,GP35-3,Jan-65,
3522,110,WATCO,WAMX,WAMX 3523,GP35,Aug-64,2500.0
3523,111,WATCO,WAMX,WAMX 3525,GP30,Sep-63,2250.0
3524,112,WATCO,WAMX,WAMX 3531,GP35,Sep-65,2500.0
3525,113,WATCO,WAMX,WAMX 3532,GP35,May-70,2500.0
3526,114,WATCO,WAMX,WAMX 3533,GP35,Apr-64,2500.0
3527,115,WATCO,WAMX,WAMX 3534,GP35-3,Apr-64,
3528,116,WATCO,WAMX,WAMX 3535,GP35,Feb-64,2500.0
3529,117,WATCO,WAMX,WAMX 3536,GP35L,Nov-63,
3530,118,WATCO,WAMX,WAMX 3537,GP35L,Apr-65,
3531,119,WATCO,WAMX,WAMX 3538,GP35L,Apr-65,
3532,120,WATCO,WAMX,WAMX 3801:2,GP38-2,Jan-76,2000.0
3533,121,WATCO,WAMX,WAMX 3802:2,GP38-2,Jul-71,2000.0
3534,122,WATCO,WAMX,WAMX 3803:2,GP38-2,Dec-67,2000.0
3535,123,WATCO,WAMX,WAMX 3804:2,GP38-2,Oct-76,2000.0
3536,124,WATCO,WAMX,WAMX 3805:2,GP38-2,Oct-76,2000.0
3537,125,WATCO,WAMX,WAMX 3806:2,GP38-2,Nov-74,2000.0
3538,126,WATCO,WAMX,WAMX 3807:2,GP38-2,Nov-74,2000.0
3539,127,WATCO,WAMX,WAMX 3808:2,GP38-2,Nov-74,2000.0
3540,128,WATCO,WAMX,WAMX 3809:2,GP38-2,Jun-73,2000.0
3541,129,WATCO,WAMX,WAMX 3810:2,GP38-2,Jul-73,2000.0
3542,130,WATCO,WAMX,WAMX 3811:2,GP38-2,Jul-73,2000.0
3543,131,WATCO,WAMX,WAMX 3812:2,GP38-2,Jan-75,2000.0
3544,132,WATCO,WAMX,WAMX 3813:2,GP38-2,Jan-75,2000.0
3545,133,WATCO,WAMX,WAMX 3814:2,GP38-2,Dec-76,2000.0
3546,134,WATCO,WAMX,WAMX 3815:2,GP38-2,Dec-76,2000.0
3547,135,WATCO,WAMX,WAMX 3816:2,GP38-2,Dec-76,2000.0
3548,136,WATCO,WAMX,WAMX 3817:2,GP38-2,Mar-72,2000.0
3549,137,WATCO,WAMX,WAMX 3818:2,GP38-2,Dec-72,2000.0
3550,138,WATCO,WAMX,WAMX 3819:2,GP38-2,Nov-72,2000.0
3551,139,WATCO,WAMX,WAMX 3820:2,GP38-2,Nov-72,2000.0
3552,140,WATCO,WAMX,WAMX 3821,GP38-3,Sep-67,
3553,141,WATCO,WAMX,WAMX 3822,GP38-3,Jun-67,
3554,142,WATCO,WAMX,WAMX 3824,GP38-3,Mar-67,
3555,143,WATCO,WAMX,WAMX 3825,GP38-3,Apr-69,
3556,144,WATCO,WAMX,WAMX 3826,GP38-3,Dec-67,
3557,145,WATCO,WAMX,WAMX 3827,GP38-3,Oct-66,
3558,146,WATCO,WAMX,WAMX 3828,GP38-3,Mar-67,
3559,147,WATCO,WAMX,WAMX 3829,GP38-3,Sep-67,
3560,148,WATCO,WAMX,WAMX 3830,GP38-3,Dec-67,
3561,149,WATCO,WAMX,WAMX 3831,GP38-3,Oct-66,
3562,150,WATCO,WAMX,WAMX 3832,GP38-3,Mar-66,
3563,151,WATCO,WAMX,WAMX 3833,GP38-3,Sep-67,
3564,152,WATCO,WAMX,WAMX 3834,GP38-3,Mar-66,
3565,153,WATCO,WAMX,WAMX 3835,GP38-3,Oct-66,
3566,154,WATCO,WAMX,WAMX 3836,GP38-3,Mar-67,
3567,155,WATCO,WAMX,WAMX 3838,GP38-3,Apr-69,
3568,156,WATCO,WAMX,WAMX 3839,GP38-2,Nov-65,2000.0
3569,157,WATCO,WAMX,WAMX 3841,GP38-2,Jun-65,2000.0
3570,158,WATCO,WAMX,WAMX 3842,GP38-2,Jan-64,2000.0
3571,159,WATCO,WAMX,WAMX 3844,GP38-2,Apr-65,2000.0
3572,160,WATCO,WAMX,WAMX 3845,GP38-2,Dec-64,2000.0
3573,161,WATCO,WAMX,WAMX 3846,GP38-2,Apr-65,2000.0
3574,162,WATCO,WAMX,WAMX 3849,GP38-2,Apr-65,2000.0
3575,163,WATCO,WAMX,WAMX 3850,GP38-2,Feb-64,2000.0
3576,164,WATCO,WAMX,WAMX 3851,GP38-2,Mar-64,2000.0
3577,165,WATCO,WAMX,WAMX 3852,GP38-2,Jul-65,2000.0
3578,166,WATCO,WAMX,WAMX 3853,GP38-2,Dec-64,2000.0
3579,167,WATCO,WAMX,WAMX 3855,GP38-2,Feb-64,2000.0
3580,168,WATCO,WAMX,WAMX 3856,GP38-2,Nov-65,2000.0
3581,169,WATCO,WAMX,WAMX 3857,GP38-2,Feb-64,2000.0
3582,170,WATCO,WAMX,WAMX 3858,GP38-2,Nov-74,2000.0
3583,171,WATCO,WAMX,WAMX 3859,GP38-2,Nov-74,2000.0
3584,172,WATCO,WAMX,WAMX 3868,GP38-2,Jun-75,2000.0
3585,173,WATCO,WAMX,WAMX 3869,GP38-2,Oct-75,2000.0
3586,174,WATCO,WAMX,WAMX 3870,GP38-2,Nov-75,2000.0
3587,175,WATCO,WAMX,WAMX 3871,GP38-2,Oct-75,2000.0
3588,176,WATCO,WAMX,WAMX 3872,GP38-2,Dec-75,2000.0
3589,177,WATCO,WAMX,WAMX 3873,GP38-3,Jan-64,
3590,178,WATCO,WAMX,WAMX 3874,GP38-MEP,Apr-65,
3591,179,WATCO,WAMX,WAMX 3875,GP38-2,Dec-72,2000.0
3592,180,WATCO,WAMX,WAMX 3876,GP38-2,Dec-72,2000.0
3593,181,WATCO,WAMX,WAMX 3877,GP38-2,Dec-72,2000.0
3594,182,WATCO,WAMX,WAMX 3878,GP38-2,Dec-73,2000.0
3595,183,WATCO,WAMX,WAMX 3879,GP38,Oct-69,2000.0
3596,184,WATCO,WAMX,WAMX 3880,GP38-2,May-72,2000.0
3597,185,WATCO,WAMX,WAMX 3881,GP38-2,May-72,2000.0
3598,186,WATCO,WAMX,WAMX 3882,GP38-2,Jul-72,2000.0
3599,187,WATCO,WAMX,WAMX 3883,GP38-1,Jan-64,
3600,188,WATCO,WAMX,WAMX 3885,GP38-2,Nov-79,2000.0
3601,189,WATCO,WAMX,WAMX 3886,GP38-2,Nov-79,2000.0
3602,190,WATCO,WAMX,WAMX 3887,GP38-2,Nov-79,2000.0
3603,191,WATCO,WAMX,WAMX 3888,GP38-2,Nov-79,2000.0
3604,192,WATCO,WAMX,WAMX 3889,GP38-2,Dec-79,2000.0
3605,193,WATCO,WAMX,WAMX 3890,GP38-2,Dec-79,2000.0
3606,194,WATCO,WAMX,WAMX 3891,GP38-2,Dec-79,2000.0
3607,195,WATCO,WAMX,WAMX 3892,GP38-2,Dec-79,2000.0
3608,196,WATCO,WAMX,WAMX 3893,GP38-2,Dec-79,2000.0
3609,197,WATCO,WAMX,WAMX 3894,GP38-2,Dec-79,2000.0
3610,198,WATCO,WAMX,WAMX 3895,GP38-2,Dec-79,2000.0
3611,199,WATCO,WAMX,WAMX 3896,GP38-2,Feb-72,2000.0
3612,200,WATCO,WAMX,WAMX 3897,GP38-2,Feb-73,2000.0
3613,201,WATCO,WAMX,WAMX 3898,GP38-2,Feb-73,2000.0
3614,202,WATCO,WAMX,WAMX 3899,SD38-2,Dec-73,2000.0
3615,203,WATCO,WAMX,WAMX 3900,GP39-2,Feb-64,2300.0
3616,204,WATCO,WAMX,WAMX 3901,GP39-2,May-65,2300.0
3617,205,WATCO,WAMX,WAMX 3902,GP39-2,Mar-65,2300.0
3618,206,WATCO,WAMX,WAMX 3903,GP39-2,Feb-64,2300.0
3619,207,WATCO,WAMX,WAMX 3904,GP39-2,Jan-65,2300.0
3620,208,WATCO,WAMX,WAMX 3905,GP39-2,Jan-65,2300.0
3621,209,WATCO,WAMX,WAMX 3906,GP39-2,Jan-65,2300.0
3622,210,WATCO,WAMX,WAMX 3907,GP39-2,Sep-64,2300.0
3623,211,WATCO,WAMX,WAMX 3908,GP39-2,Aug-64,2300.0
3624,212,WATCO,WAMX,WAMX 3909,GP39-2,Aug-64,2300.0
3625,213,WATCO,WAMX,WAMX 3910,GP39-2,Dec-63,2300.0
3626,214,WATCO,WAMX,WAMX 3911,GP39-2,Aug-64,2300.0
3627,215,WATCO,WAMX,WAMX 3912,GP39-2,Jul-65,2300.0
3628,216,WATCO,WAMX,WAMX 3913,GP39-2,Apr-65,2300.0
3629,217,WATCO,WAMX,WAMX 3914,GP39-2,May-64,2300.0
3630,218,WATCO,WAMX,WAMX 3915,GP39-2,Jun-64,2300.0
3631,219,WATCO,WAMX,WAMX 3916,GP39-2,Jun-64,2300.0
3632,220,WATCO,WAMX,WAMX 3917,GP39-2,Nov-65,2300.0
3633,221,WATCO,WAMX,WAMX 3918,GP39-2,Feb-65,2300.0
3634,222,WATCO,WAMX,WAMX 3919,GP39-2,May-64,2300.0
3635,223,WATCO,WAMX,WAMX 3920,GP39-2,Jul-64,2300.0
3636,224,WATCO,WAMX,WAMX 3921,GP39-2,Nov-63,2300.0
3637,225,WATCO,WAMX,WAMX 3922,GP39-2,Apr-65,2300.0
3638,226,WATCO,WAMX,WAMX 3923,GP39-2,Apr-65,2300.0
3639,227,WATCO,WAMX,WAMX 3924,GP39-2,May-65,2300.0
3640,228,WATCO,WAMX,WAMX 3925,GP39-2,Apr-84,2300.0
3641,229,WATCO,WAMX,WAMX 3926,GP39-2,Apr-84,2300.0
3642,230,WATCO,WAMX,WAMX 3927,GP39-2,Apr-84,2300.0
3643,231,WATCO,WAMX,WAMX 3928,GP39-2,Mar-76,2300.0
3644,232,WATCO,WAMX,WAMX 3929,GP39-2,Mar-76,2300.0
3645,233,WATCO,WAMX,WAMX 3930,GP39-2,Mar-76,2300.0
3646,234,WATCO,WAMX,WAMX 3931,GP39-2,Mar-76,2300.0
3647,235,WATCO,WAMX,WAMX 3932,GP39-2,Mar-76,2300.0
3648,236,WATCO,WAMX,WAMX 3933,GP39-2,Mar-76,2300.0
3649,237,WATCO,WAMX,WAMX 3934,GP39-2,Mar-76,2300.0
3650,238,WATCO,WAMX,WAMX 3935,GP39-2,Mar-76,2300.0
3651,239,WATCO,WAMX,WAMX 3936,GP39-2,Mar-76,2300.0
3652,240,WATCO,WAMX,WAMX 3937,GP39-2,Mar-76,2300.0
3653,241,WATCO,WAMX,WAMX 3938,GP39-2,Mar-76,2300.0
3654,242,WATCO,WAMX,WAMX 3939,GP39-2,Mar-76,2300.0
3655,243,WATCO,WAMX,WAMX 3940,GP39-2,Mar-76,2300.0
3656,244,WATCO,WAMX,WAMX 3941,GP39-2,Mar-76,2300.0
3657,245,WATCO,WAMX,WAMX 3942,GP39-2,Mar-76,2300.0
3658,246,WATCO,WAMX,WAMX 3943,GP39-2,Mar-76,2300.0
3659,247,WATCO,WAMX,WAMX 3944,GP39-2,Mar-76,2300.0
3660,248,WATCO,WAMX,WAMX 3945,GP39-2,Mar-76,2300.0
3661,249,WATCO,WAMX,WAMX 3946,GP39-2,Mar-76,2300.0
3662,250,WATCO,WAMX,WAMX 3947,GP39-2,Mar-76,2300.0
3663,251,WATCO,WAMX,WAMX 4001,GP40-2,Mar-74,3000.0
3664,252,WATCO,WAMX,WAMX 4002,GP38-2,Mar-74,2000.0
3665,253,WATCO,WAMX,WAMX 4003,GP38-2,Mar-74,2000.0
3666,254,WATCO,WAMX,WAMX 4005,GP38-2,Mar-74,2000.0
3667,255,WATCO,WAMX,WAMX 4006,GP38-2,May-74,2000.0
3668,256,WATCO,WAMX,WAMX 4007,GP38-2,May-74,2000.0
3669,257,WATCO,WAMX,WAMX 4008,GP40-2,Jun-74,3000.0
3670,258,WATCO,WAMX,WAMX 4009,GP38-2,Jun-74,2000.0
3671,259,WATCO,WAMX,WAMX 4010,GP40-2,Jun-74,3000.0
3672,260,WATCO,WAMX,WAMX 4011,GP38-2,Jul-74,2000.0
3673,261,WATCO,WAMX,WAMX 4012,GP38-2,Aug-74,2000.0
3674,262,WATCO,WAMX,WAMX 4013,GP40-2,Aug-74,3000.0
3675,263,WATCO,WAMX,WAMX 4014,GP38-2,Sep-74,2000.0
3676,264,WATCO,WAMX,WAMX 4015,GP40-2,Nov-74,3000.0
3677,265,WATCO,WAMX,WAMX 4016,GP40-2,Feb-75,3000.0
3678,266,WATCO,WAMX,WAMX 4017,GP38-2,Mar-75,2000.0
3679,267,WATCO,WAMX,WAMX 4018,GP40-2,Jan-75,3000.0
3680,268,WATCO,WAMX,WAMX 4019,GP40-2,Jul-75,3000.0
3681,269,WATCO,WAMX,WAMX 4020,GP38-2,Aug-75,2000.0
3682,270,WATCO,WAMX,WAMX 4021,GP38-2,Sep-75,2000.0
3683,271,WATCO,WAMX,WAMX 4022,GP40-2,Mar-76,3000.0
3684,272,WATCO,WAMX,WAMX 4023,GP38-2,May-74,2000.0
3685,273,WATCO,WAMX,WAMX 4024,GP40-2,May-74,3000.0
3686,274,WATCO,WAMX,WAMX 4025,GP40-2,Jun-74,3000.0
3687,275,WATCO,WAMX,WAMX 4026,GP40-2,Jun-74,3000.0
3688,276,WATCO,WAMX,WAMX 4027,GP38-2,Jul-74,2000.0
3689,277,WATCO,WAMX,WAMX 4028,GP40-2,Sep-75,3000.0
3690,278,WATCO,WAMX,WAMX 4029,GP40-2,Sep-74,3000.0
3691,279,WATCO,WAMX,WAMX 4030,GP38-2,Feb-75,2000.0
3692,280,WATCO,WAMX,WAMX 4031,GP40-2,Sep-75,3000.0
3693,281,WATCO,WAMX,WAMX 4032,GP40-2,Dec-73,3000.0
3694,282,WATCO,WAMX,WAMX 4033,GP40-3,Oct-67,
3695,283,WATCO,WAMX,WAMX 4034,GP40-3,Nov-68,
3696,284,WATCO,WAMX,WAMX 4035,GP40-3,Nov-68,
3697,285,WATCO,WAMX,WAMX 4036,GP40-3,Jul-71,
3698,286,WATCO,WAMX,WAMX 4037,GP38-3,Oct-66,
3699,287,WATCO,WAMX,WAMX 4038,GP40-3,Feb-70,
3700,288,WATCO,WAMX,WAMX 4039,GP40-3,Jul-71,
3701,289,WATCO,WAMX,WAMX 4040,GP40-3,Sep-68,
3702,290,WATCO,WAMX,WAMX 4041,GP40-3,Oct-67,
3703,291,WATCO,WAMX,WAMX 4042,GP40-3,Oct-67,
3704,292,WATCO,WAMX,WAMX 4043,GP40-3,Oct-67,
3705,293,WATCO,WAMX,WAMX 4046,GP40-3,Oct-67,
3706,294,WATCO,WAMX,WAMX 4047,GP40-3,Feb-67,
3707,295,WATCO,WAMX,WAMX 4048,GP40-3,Dec-69,
3708,296,WATCO,WAMX,WAMX 4049,GP40-3,Aug-68,
3709,297,WATCO,WAMX,WAMX 4050,GP40-3,Aug-66,
3710,298,WATCO,WAMX,WAMX 4051,GP40-2,Dec-65,3000.0
3711,299,WATCO,WAMX,WAMX 4115,SD40-2,Jun-74,3000.0
3712,300,WATCO,WAMX,WAMX 4116,SD40-2,Aug-79,3000.0
3713,301,WATCO,WAMX,WAMX 4117,SD40-2,Feb-80,3000.0
3714,302,WATCO,WAMX,WAMX 4118,SD40-2,Jun-79,3000.0
3715,303,WATCO,WAMX,WAMX 4119,SD40-2,Mar-72,3000.0
3716,304,WATCO,WAMX,WAMX 4120,SD40-2,Dec-72,3000.0
3717,305,WATCO,WAMX,WAMX 4122,SD40-2,Jul-73,3000.0
3718,306,WATCO,WAMX,WAMX 4123,SD40-2,Jul-73,3000.0
3719,307,WATCO,WAMX,WAMX 4124,SD40-2,Jul-73,3000.0
3720,308,WATCO,WAMX,WAMX 4125,SD40-2,Jul-73,3000.0
3721,309,WATCO,WAMX,WAMX 4126,SD40-2,Jun-79,3000.0
3722,310,WATCO,WAMX,WAMX 4127,SD40-2,Jul-76,3000.0
3723,311,WATCO,WAMX,WAMX 4128,SD40-2,Jun-74,3000.0
3724,312,WATCO,WAMX,WAMX 4129,SD40-2,Mar-75,3000.0
3725,313,WATCO,WAMX,WAMX 4130,SD40-2,Mar-75,3000.0
3726,314,WATCO,WAMX,WAMX 4131,SD40-2,Jan-66,3000.0
3727,315,WATCO,WAMX,WAMX 4132,SD40-2,Feb-69,3000.0
3728,316,WATCO,WAMX,WAMX 4133,SD40-2,Jun-74,3000.0
3729,317,WATCO,WAMX,WAMX 4134,SD40-2,Jul-79,3000.0
3730,318,WATCO,WAMX,WAMX 4135,SD40-2,Nov-80,3000.0
3731,319,WATCO,WAMX,WAMX 4136,SD40-2,Mar-80,3000.0
3732,320,WATCO,WAMX,WAMX 4137,SD40-2,Apr-80,3000.0
3733,321,WATCO,WAMX,WAMX 4138,SD40-2,Apr-80,3000.0
3734,322,WATCO,WAMX,WAMX 4139,SD40-2,Jun-80,3000.0
3735,323,WATCO,WAMX,WAMX 4140,SD40-2,Jun-80,3000.0
3736,324,WATCO,WAMX,WAMX 4141,SD40-2,Jun-80,3000.0
3737,325,WATCO,WAMX,WAMX 4142,SD40-2,Jun-80,3000.0
3738,326,WATCO,WAMX,WAMX 4143,SD40-2,Jun-80,3000.0
3739,327,WATCO,WAMX,WAMX 4144,SD40-2,Mar-80,3000.0
3740,328,WATCO,WAMX,WAMX 4145,SD40-2,Feb-80,3000.0
3741,329,WATCO,WAMX,WAMX 4146,SD40-2,Apr-80,3000.0
3742,330,WATCO,WAMX,WAMX 4147,SD40-2,Jun-80,3000.0
3743,331,WATCO,WAMX,WAMX 4148,SD40-2,Mar-80,3000.0
3744,332,WATCO,WAMX,WAMX 4149,SD40-2,Feb-80,3000.0
3745,333,WATCO,WAMX,WAMX 4150,SD40-2,May-80,3000.0
3746,334,WATCO,WAMX,WAMX 4151,SD40-2,May-80,3000.0
3747,335,WATCO,WAMX,WAMX 4152,SD40-2,Jun-80,3000.0
3748,336,WATCO,WAMX,WAMX 4153,SD40-2,Jun-80,3000.0
3749,337,WATCO,WAMX,WAMX 4154,SD40-2,Jan-80,3000.0
3750,338,WATCO,WAMX,WAMX 4155,SD40-2,Aug-78,3000.0
3751,339,WATCO,WAMX,WAMX 4156,SD40-2,Sep-70,3000.0
3752,340,WATCO,WAMX,WAMX 4157,SD40-2,Feb-71,3000.0
3753,341,WATCO,WAMX,WAMX 4158,SD40-2,Sep-67,3000.0
3754,342,WATCO,WAMX,WAMX 4159,SD40-2,Sep-67,3000.0
3755,343,WATCO,WAMX,WAMX 4160,SD40-2,Oct-67,3000.0
3756,344,WATCO,WAMX,WAMX 4161,SD40-2,Nov-67,3000.0
3757,345,WATCO,WAMX,WAMX 4162,SD40-2,Jul-68,3000.0
3758,346,WATCO,WAMX,WAMX 4163,SD40-2,Sep-68,3000.0
3759,347,WATCO,WAMX,WAMX 4164,SD40-2,Oct-67,3000.0
3760,348,WATCO,WAMX,WAMX 4165,SD40-2,Oct-67,3000.0
3761,349,WATCO,WAMX,WAMX 4166,SD40-2,Dec-68,3000.0
3762,350,WATCO,WAMX,WAMX 4167,SD40-2,Dec-71,3000.0
3763,351,WATCO,WAMX,WAMX 4168,SD40-2,Feb-80,3000.0
3764,352,WATCO,WAMX,WAMX 4169,SD40-2,Jun-80,3000.0
3765,353,WATCO,WAMX,WAMX 4170,SD40-2,Dec-73,3000.0
3766,354,WATCO,WAMX,WAMX 4171,SD40-2,Dec-73,3000.0
3767,355,WATCO,WAMX,WAMX 4172,SD40-2,Dec-73,3000.0
3768,356,WATCO,WAMX,WAMX 4173,SD40-2,Dec-73,3000.0
3769,357,WATCO,WAMX,WAMX 4174,SD40-2,Dec-73,3000.0
3770,358,WATCO,WAMX,WAMX 4175,SD40-2,Dec-73,3000.0
3771,359,WATCO,WAMX,WAMX 4176,SD40-2,Apr-77,3000.0
3772,360,WATCO,WAMX,WAMX 4177,SD40-2,Apr-78,3000.0
3773,361,WATCO,WAMX,WAMX 4178,SD40-2,May-74,3000.0
3774,362,WATCO,WAMX,WAMX 4179,SD40-2,Jul-72,3000.0
3775,363,WATCO,WAMX,WAMX 4180,SD40-2,Mar-80,3000.0
3776,364,WATCO,WAMX,WAMX 4181,SD40-2,Apr-80,3000.0
3777,365,WATCO,WAMX,WAMX 4182,SD40-2,May-80,3000.0
3778,366,WATCO,WAMX,WAMX 4183,SD40-2,Jun-74,3000.0
3779,367,WATCO,WAMX,WAMX 4184,SD40-2,May-79,3000.0
3780,368,WATCO,WAMX,WAMX 4185,SD40-2,Sep-78,3000.0
3781,369,WATCO,WAMX,WAMX 4186,SD40-2,Aug-75,3000.0
3782,370,WATCO,WAMX,WAMX 4187,SD40-2,Aug-75,3000.0
3783,371,WATCO,WAMX,WAMX 4188,SD40-2,Mar-74,3000.0
3784,372,WATCO,WAMX,WAMX 4189,SD40-2,Jul-70,3000.0
3785,373,WATCO,WAMX,WAMX 4190,SD40-2,Jul-70,3000.0
3786,374,WATCO,WAMX,WAMX 4191,SD40-2,Jul-70,3000.0
3787,375,WATCO,WAMX,WAMX 4192,SD40-2,Jul-70,3000.0
3788,376,WATCO,WAMX,WAMX 4193,SD40-2,Jun-80,3000.0
3789,377,WATCO,WAMX,WAMX 4194,SD40-2,Apr-80,3000.0
3790,378,WATCO,WAMX,WAMX 4195,SD40-2,Feb-80,3000.0
3791,379,WATCO,WAMX,WAMX 4196,SD40-2,Apr-80,3000.0
3792,380,WATCO,WAMX,WAMX 4197,SD40-2,May-80,3000.0
3793,381,WATCO,WAMX,WAMX 4198,SD40-2,Feb-79,3000.0
3794,382,WATCO,WAMX,WAMX 4199,SD40-2,Oct-79,3000.0
3795,383,WATCO,WAMX,WAMX 4200,SD40-2,Jun-70,3000.0
3796,384,WATCO,WAMX,WAMX 4201,SD40-2,Oct-66,3000.0
3797,385,WATCO,WAMX,WAMX 4202,SD40-2,Sep-69,3000.0
3798,386,WATCO,WAMX,WAMX 4203,SD40-2,Jan-67,3000.0
