Company,Abbr,Model,Road No.,Date
WATCO,WAMX,GP40-2,WAMX 4019,Jul-75
WATCO,WAMX,GP38-2,WAMX 4020,Aug-75
WATCO,WAMX,GP38-2,WAMX 4021,Sep-75
WATCO,WAMX,GP40-2,WAMX 4022,Mar-76
WATCO,WAMX,GP38-2,WAMX 4023,May-74
WATCO,WAMX,GP40-2,WAMX 4024,May-74
WATCO,WAMX,GP40-2,WAMX 4025,Jun-74
WATCO,WAMX,GP40-2,WAMX 4026,Jun-74
WATCO,WAMX,GP38-2,WAMX 4027,Jul-74
WATCO,WAMX,GP40-2,WAMX 4028,Sep-75
WATCO,WAMX,GP40-2,WAMX 4029,Sep-74
WATCO,WAMX,GP38-2,WAMX 4030,Feb-75
WATCO,WAMX,GP40-2,WAMX 4031,Sep-75
WATCO,WAMX,GP40-2,WAMX 4032,Dec-73
WATCO,WAMX,GP40-3,WAMX 4033,Oct-67
WATCO,WAMX,GP40-3,WAMX 4034,Nov-68
WATCO,WAMX,GP40-3,WAMX 4035,Nov-68
WATCO,WAMX,GP40-3,WAMX 4036,Jul-71
WATCO,WAMX,GP38-3,WAMX 4037,Oct-66
WATCO,WAMX,GP40-3,WAMX 4038,Feb-70
WATCO,WAMX,GP40-3,WAMX 4039,Jul-71
WATCO,WAMX,GP40-3,WAMX 4040,Sep-68
WATCO,WAMX,GP40-3,WAMX 4041,Oct-67
WATCO,WAMX,GP40-3,WAMX 4042,Oct-67
WATCO,WAMX,GP40-3,WAMX 4043,Oct-67
WATCO,WAMX,GP40-3,WAMX 4046,Oct-67
WATCO,WAMX,GP40-3,WAMX 4047,Feb-67
WATCO,WAMX,GP40-3,WAMX 4048,Dec-69
WATCO,WAMX,GP40-3,WAMX 4049,Aug-68
WATCO,WAMX,GP40-3,WAMX 4050,Aug-66
WATCO,WAMX,GP40-2,WAMX 4051,Dec-65
WATCO,WAMX,SD40-2,WAMX 4115,Jun-74
WATCO,WAMX,SD40-2,WAMX 4116,Aug-79
WATCO,WAMX,SD40-2,WAMX 4117,Feb-80
WATCO,WAMX,SD40-2,WAMX 4118,Jun-79
WATCO,WAMX,SD40-2,WAMX 4119,Mar-72
WATCO,WAMX,SD40-2,WAMX 4120,Dec-72
WATCO,WAMX,SD40-2,WAMX 4122,Jul-73
WATCO,WAMX,SD40-2,WAMX 4123,Jul-73
WATCO,WAMX,SD40-2,WAMX 4124,Jul-73
WATCO,WAMX,SD40-2,WAMX 4125,Jul-73
WATCO,WAMX,SD40-2,WAMX 4126,Jun-79
WATCO,WAMX,SD40-2,WAMX 4127,Jul-76
WATCO,WAMX,SD40-2,WAMX 4128,Jun-74
WATCO,WAMX,SD40-2,WAMX 4129,Mar-75
WATCO,WAMX,SD40-2,WAMX 4130,Mar-75
WATCO,WAMX,SD40-2,WAMX 4131,Jan-66
WATCO,WAMX,SD40-2,WAMX 4132,Feb-69
WATCO,WAMX,SD40-2,WAMX 4133,Jun-74
WATCO,WAMX,SD40-2,WAMX 4134,Jul-79
WATCO,WAMX,SD40-2,WAMX 4135,Nov-80
WATCO,WAMX,SD40-2,WAMX 4136,Mar-80
WATCO,WAMX,SD40-2,WAMX 4137,Apr-80
WATCO,WAMX,SD40-2,WAMX 4138,Apr-80
WATCO,WAMX,SD40-2,WAMX 4139,Jun-80
WATCO,WAMX,SD40-2,WAMX 4140,Jun-80
WATCO,WAMX,SD40-2,WAMX 4141,Jun-80
WATCO,WAMX,SD40-2,WAMX 4142,Jun-80
WATCO,WAMX,SD40-2,WAMX 4143,Jun-80
WATCO,WAMX,SD40-2,WAMX 4144,Mar-80
WATCO,WAMX,SD40-2,WAMX 4145,Feb-80
WATCO,WAMX,SD40-2,WAMX 4146,Apr-80
WATCO,WAMX,SD40-2,WAMX 4147,Jun-80
WATCO,WAMX,SD40-2,WAMX 4148,Mar-80
WATCO,WAMX,SD40-2,WAMX 4149,Feb-80
WATCO,WAMX,SD40-2,WAMX 4150,May-80
WATCO,WAMX,SD40-2,WAMX 4151,May-80
WATCO,WAMX,SD40-2,WAMX 4152,Jun-80
WATCO,WAMX,SD40-2,WAMX 4153,Jun-80
WATCO,WAMX,SD40-2,WAMX 4154,Jan-80
WATCO,WAMX,SD40-2,WAMX 4155,Aug-78
WATCO,WAMX,SD40-2,WAMX 4156,Sep-70
WATCO,WAMX,SD40-2,WAMX 4157,Feb-71
WATCO,WAMX,SD40-2,WAMX 4158,Sep-67
WATCO,WAMX,SD40-2,WAMX 4159,Sep-67
WATCO,WAMX,SD40-2,WAMX 4160,Oct-67
WATCO,WAMX,SD40-2,WAMX 4161,Nov-67
WATCO,WAMX,SD40-2,WAMX 4162,Jul-68
WATCO,WAMX,SD40-2,WAMX 4163,Sep-68
WATCO,WAMX,SD40-2,WAMX 4164,Oct-67
WATCO,WAMX,SD40-2,WAMX 4165,Oct-67
WATCO,WAMX,SD40-2,WAMX 4166,Dec-68
WATCO,WAMX,SD40-2,WAMX 4167,Dec-71
WATCO,WAMX,SD40-2,WAMX 4168,Feb-80
WATCO,WAMX,SD40-2,WAMX 4169,Jun-80
WATCO,WAMX,SD40-2,WAMX 4170,Dec-73
WATCO,WAMX,SD40-2,WAMX 4171,Dec-73
WATCO,WAMX,SD40-2,WAMX 4172,Dec-73
WATCO,WAMX,SD40-2,WAMX 4173,Dec-73
WATCO,WAMX,SD40-2,WAMX 4174,Dec-73
WATCO,WAMX,SD40-2,WAMX 4175,Dec-73
WATCO,WAMX,SD40-2,WAMX 4176,Apr-77
WATCO,WAMX,SD40-2,WAMX 4177,Apr-78
WATCO,WAMX,SD40-2,WAMX 4178,May-74
WATCO,WAMX,SD40-2,WAMX 4179,Jul-72
WATCO,WAMX,SD40-2,WAMX 4180,Mar-80
WATCO,WAMX,SD40-2,WAMX 4181,Apr-80
WATCO,WAMX,SD40-2,WAMX 4182,May-80
WATCO,WAMX,SD40-2,WAMX 4183,Jun-74
WATCO,WAMX,SD40-2,WAMX 4184,May-79
WATCO,WAMX,SD40-2,WAMX 4185,Sep-78
WATCO,WAMX,SD40-2,WAMX 4186,Aug-75
WATCO,WAMX,SD40-2,WAMX 4187,Aug-75
WATCO,WAMX,SD40-2,WAMX 4188,Mar-74
WATCO,WAMX,SD40-2,WAMX 4189,Jul-70
WATCO,WAMX,SD40-2,WAMX 4190,Jul-70
WATCO,WAMX,SD40-2,WAMX 4191,Jul-70
WATCO,WAMX,SD40-2,WAMX 4192,Jul-70
WATCO,WAMX,SD40-2,WAMX 4193,Jun-80
WATCO,WAMX,SD40-2,WAMX 4194,Apr-80
WATCO,WAMX,SD40-2,WAMX 4195,Feb-80
WATCO,WAMX,SD40-2,WAMX 4196,Apr-80
WATCO,WAMX,SD40-2,WAMX 4197,May-80
WATCO,WAMX,SD40-2,WAMX 4198,Feb-79
WATCO,WAMX,SD40-2,WAMX 4199,Oct-79
WATCO,WAMX,SD40-2,WAMX 4200,Jun-70
WATCO,WAMX,SD40-2,WAMX 4201,Oct-66
WATCO,WAMX,SD40-2,WAMX 4202,Sep-69
WATCO,WAMX,SD40-2,WAMX 4203,Jan-67
WATCO,WAMX,SD40-2,WAMX 4204,Apr-69
WATCO,WAMX,SD40-2,WAMX 4205,Jul-72
WATCO,WAMX,SD40-2,WAMX 4206,Nov-75
WATCO,WAMX,SD40-2,WAMX 4207,Feb-67
WATCO,WAMX,SD40-2,WAMX 4208,Mar-69
WATCO,WAMX,SD40-2,WAMX 4209,Mar-67
WATCO,WAMX,SD40-2,WAMX 4210:2,Feb-69
WATCO,WAMX,SD40-2,WAMX 4211,Mar-67
WATCO,WAMX,SD40-2,WAMX 4212:2,Jul-69
WATCO,WAMX,SD40-2,WAMX 4213,Apr-67
WATCO,WAMX,SD40-2,WAMX 4214:2,Aug-70
WATCO,WAMX,SD40-2,WAMX 4215:2,Feb-67
WATCO,WAMX,SD40-2,WAMX 4216,Jan-69
WATCO,WAMX,SD40-2,WAMX 4217,Apr-69
WATCO,WAMX,SD40-2,WAMX 4218,Sep-68
WATCO,WAMX,SD40-2,WAMX 4219,Oct-66
WATCO,WAMX,SD40-2,WAMX 4220,Feb-69
WATCO,WAMX,SD40-2,WAMX 4221,Jun-67
WATCO,WAMX,SD40-2,WAMX 4222,Dec-67
WATCO,WAMX,SD40-2,WAMX 4223,Mar-68
WATCO,WAMX,SD40-2,WAMX 4224,Apr-68
WATCO,WAMX,SD40-2,WAMX 4225,Nov-67
WATCO,WAMX,SD40-2,WAMX 4226,Mar-66
WATCO,WAMX,SD40-2,WAMX 4227,Mar-67
WATCO,WAMX,SD40-2,WAMX 4228,Nov-78
WATCO,WAMX,SD40-2,WAMX 4229,Sep-79
WATCO,WAMX,SD40-2,WAMX 4230,Oct-79
WATCO,WAMX,SD40-2,WAMX 4231,Dec-70
WATCO,WAMX,SD40-2,WAMX 4232,Feb-66
WATCO,WAMX,SD40-2,WAMX 4233,May-67
WATCO,WAMX,SD40-2,WAMX 4234,Jul-71
WATCO,WAMX,SD40-2,WAMX 4235,Oct-71
WATCO,WAMX,SD40-2,WAMX 4236,Jan-68
WATCO,WAMX,SD40-2,WAMX 4237,Jul-68
WATCO,WAMX,SD40-2,WAMX 4238,Sep-68
WATCO,WAMX,SD40-2,WAMX 4239,Jan-68
WATCO,WAMX,SD40-2,WAMX 4240,Jan-69
WATCO,WAMX,SD40-2,WAMX 4241,Mar-71
WATCO,WAMX,SD40-2,WAMX 4242,Jul-70
WATCO,WAMX,SD40-2,WAMX 4243,Jan-67
WATCO,WAMX,SD40-2,WAMX 4244,Mar-67
WATCO,WAMX,SD40-2,WAMX 4245,Apr-69
WATCO,WAMX,SD40-2,WAMX 4246,Mar-71
WATCO,WAMX,SD40-2,WAMX 4247,Apr-69
WATCO,WAMX,SD40-2,WAMX 4248,Apr-68
WATCO,WAMX,SD40-2,WAMX 4249,Mar-80
WATCO,WAMX,SD40-2,WAMX 4250,Jan-66
WATCO,WAMX,SD40-2,WAMX 4251,Apr-66
WATCO,WAMX,SD40-2,WAMX 4252,Mar-66
WATCO,WAMX,SD40-2,WAMX 4272,Feb-72
WATCO,WAMX,SD40-2,WAMX 4275,Jul-75
WATCO,WAMX,SD40-2,WAMX 4276,Aug-79
WATCO,WAMX,SD40-2,WAMX 4277,Jul-80
WATCO,WAMX,SD40-2,WAMX 4278,Feb-69
WATCO,WAMX,SD40-2,WAMX 4279,Oct-68
WATCO,WAMX,SD40-2,WAMX 4280,Nov-67
WATCO,WAMX,GP50,WAMX 5001,May-80
WATCO,WAMX,GP38-2,WAMX 5002,May-80
WATCO,WAMX,GP50,WAMX 5004,Jun-80
WATCO,WAMX,GP50,WAMX 5005,Jun-80
WATCO,WAMX,GP50,WAMX 5007,Jun-80
WATCO,WAMX,GP50,WAMX 5008,Jun-80
WATCO,WAMX,GP50-3,WAMX 5010,Jul-80
WATCO,WAMX,GP38-MEP,WAMX 5011,Aug-80
WATCO,WAMX,GP50,WAMX 5012,Sep-80
WATCO,WAMX,GP50,WAMX 5013,Sep-80
WATCO,WAMX,GP59,WAMX 5900,Nov-89
WATCO,WAMX,GP59,WAMX 5901,Dec-89
WATCO,WAMX,GP59,WAMX 5902,Nov-89
WATCO,WAMX,GP59,WAMX 5903,Dec-89
WATCO,WAMX,GP59,WAMX 5904,Dec-89
WATCO,WAMX,GP59,WAMX 5905,Dec-89
WATCO,WAMX,GP59,WAMX 5906,Nov-89
WATCO,WAMX,GP59,WAMX 5907,Dec-89
WATCO,WAMX,GP59,WAMX 5908,Nov-89
WATCO,WAMX,GP59,WAMX 5909,Nov-89
