Company,Abbr,Model,Road No.,Date
Larry's Truck Electric,LTEX,GP38-2,"5110, 5124 & 5129",
Larry's Truck Electric,LTEX,GP38-2,5137 & 5138,
Larry's Truck Electric,LTEX,GP38-2,5145 & 5154-58 (CG),
Larry's Truck Electric,LTEX,GP38-2,5160 (AGS),
Larry's Truck Electric,LTEX,GP38-2,5166,
Larry's Truck Electric,LTEX,GP38-2,5185,
Larry's Truck Electric,LTEX,GP40-2 (EMD),6443,
Larry's Truck Electric,LTEX,SD50 (EMD),708 & 712 (former NAFTA),
Larry's Truck Electric,LTEX,SD9 (EMD),"1714, 1725 & 1726",
Larry's Truck Electric,LTEX,C44-8 (GE),"2140, 41, 43-45, 55, 56, 74 & 75",
Larry's Truck Electric,LTEX,SD60M,"2240, 2242, 2244, 2245, 2247, 2254, 2256, 2257, 2260, 2269, 2270, 2273, 2278, 2281, 2291, 2300, 2310, 2314, 2316, 2321, 2322, 2324, 2326, 2328, 2335, 2341, 2354, 2356, 2368, 2376, 2380, 2394, 2410, 2411, 2436, 2438, 2443, 2446, 2456, 2461, 2485",
Larry's Truck Electric,LTEX,SD40-2 (EMD),"3827, 3905, 3916",
Larry's Truck Electric,LTEX,CM40-8 (GE),BCL 4612,
Larry's Truck Electric,LTEX,SD40-2 (EMD),5387,
Larry's Truck Electric,LTEX,F45 (EMD),6654-6655,
Larry's Truck Electric,LTEX,SD45T-2 (EMD),6795 & 6882,
Larry's Truck Electric,LTEX,SD50 (EMD),7005 and 7007,
Larry's Truck Electric,LTEX,SD50 (EMD),"7012-7014, 7018 & 7020",
Larry's Truck Electric,LTEX,SD40T-2 (EMD),7310 and 7371,
Larry's Truck Electric,LTEX,SD45R (EMD),"7427, 7444 & 7527",
Larry's Truck Electric,LTEX,SD40-2 (EMD),8231 and 8318,
Larry's Truck Electric,LTEX,C40-8 (GE),8300-03 & 18,
Larry's Truck Electric,LTEX,SD40T-2 (EMD),"8530, 32, 37",
Larry's Truck Electric,LTEX,SD40T-2 (EMD),"8546, 72, 93",
Larry's Truck Electric,LTEX,SD50 (EMD),8575,
Larry's Truck Electric,LTEX,SD50 (EMD),8641,
Larry's Truck Electric,LTEX,C40-8 (GE),"8691, 95 & 98",
Larry's Truck Electric,LTEX,C40-8 (GE),"8700-01, 03 & 06-07",
Larry's Truck Electric,LTEX,C40-8 (GE),8710,
Larry's Truck Electric,LTEX,C40-8 (GE),"8711, 13, 16 & 18",
Larry's Truck Electric,LTEX,C40-8 (GE),8719,
Larry's Truck Electric,LTEX,C40-8 (GE),8721-22 & 25-27,
Larry's Truck Electric,LTEX,C40-8 (GE),"8730-32, 34-35 & 38",
Larry's Truck Electric,LTEX,C40-8 (GE),8739,
Larry's Truck Electric,LTEX,C40-8 (GE),"8740, 42-44 & 47-51",
Larry's Truck Electric,LTEX,C40-8 (GE),8753 & 55-57,
Larry's Truck Electric,LTEX,C40-8 (GE),8759-60 & 62,
Larry's Truck Electric,LTEX,SD40T-2 / SD40-2(EMD),"8849, 54, 58",
Larry's Truck Electric,LTEX,SD40T-2 / SD40-2(EMD),"8935, 8971",
Larry's Truck Electric,LTEX,SD45T-2 (EMD),"9201, 938 & 9259",
Larry's Truck Electric,LTEX,SD45T-2 (EMD),9366,
Larry's Truck Electric,LTEX,SD40-2 (EMD),9912,
Larry's Truck Electric,LTEX,E9Au (EMD),9912-2,
Larry's Truck Electric,LTEX,E9Au (EMD),9918,
Larry's Truck Electric,LTEX,E9Au (EMD),9925,
Larry's Truck Electric,LTEX,F59PH (EMD),18520,
Larry's Truck Electric,LTEX,F59PH (EMD),18522,
