Company,Abbr,Road No.,Model,Date
Fadal Associates Group,FAIX,451,GP40u,Dec-68
Fadal Associates Group,FAIX,453,GP40u,Nov-69
Fadal Associates Group,FAIX,1200,SW1200,Nov-63
Fadal Associates Group,FAIX,3601 - 3603,C30-7,Dec-77
Fadal Associates Group,FAIX,"3604, 05 & 07-08",C30-7,May-78
Fadal Associates Group,FAIX,3609 - 3611,C30-7,Mar-78
Fadal Associates Group,FAIX,3612 - 3614,C30-7,May-78
Fadal Associates Group,FAIX,3615,C30-7,May-79
