Company,Abbr,Road No.,Model,Date
Allied Service Division Roster,ASDX,9033,SD40M-2,Jun-70
Allied Service Division Roster,ASDX,9034,SD40M-2,Dec-67
Allied Service Division Roster,ASDX,9035,SD40M-2,Jan-68
Allied Service Division Roster,ASDX,9046,SD40M-2,Mar-71
