Company,Abbr,Road No.,Model,Date
Great Lakes Locomotive,GLLX,717,NW2m,Sep-49
Great Lakes Locomotive,GLLX,850,C420,Jul-66
Great Lakes Locomotive,GLLX,921,GP18,Feb-59
Great Lakes Locomotive,GLLX,1005,NW2,Sep-48
Great Lakes Locomotive,GLLX,1512,SW1200,Mar-60
Great Lakes Locomotive,GLLX,3001,SD40-2,May-72
Great Lakes Locomotive,GLLX,3002,SD40-2,Nov-72
Great Lakes Locomotive,GLLX,3003,SD40-2,Nov-74
Great Lakes Locomotive,GLLX,4428,GP9,Aug-54
Great Lakes Locomotive,GLLX,4433,GP9,Aug-54
