Company,Abbr,Model,Road No.,Date
RB Railway Group,RBRX,F59PH,18520 - 18524,Oct-88
RB Railway Group,RBRX,F59PH,18529 & 18531,Nov-88
RB Railway Group,RBRX,F59PH,18533 - 18535,May-88
RB Railway Group,RBRX,F59PH,18536 - 18542,Jan-90
RB Railway Group,RBRX,F59PH,18546 - 18547,Apr-90
RB Railway Group,RBRX,F59PH,18551 & 18554,Aug-90
,,,,
